년도,구분,채소_묶음_분류,시도,면적_계,단수_계,생산량_계,노지_면적,노지_단수,노지_생산량,시설_면적,시설_단수,시설_생산량
"2016","경기","근채류","당근","14","2714","380","14","2714","380","0","0",0
"2016","강원","근채류","당근","321","2380","7640","321","2380","7640","0","0",0
"2016","충북","근채류","당근","53","1820","965","53","1820","965","0","0",0
"2016","충남","근채류","당근","12","2617","314","12","2617","314","0","0",0
"2016","전북","근채류","당근","29","2018","585","29","2018","585","0","0",0
"2016","전남","근채류","당근","15","2708","406","15","2708","406","0","0",0
"2016","경북","근채류","당근","221","2678","5918","221","2678","5918","0","0",0
"2016","경남","근채류","당근","666","4136","27546","666","4136","27546","0","0",0
"2016","제주","근채류","당근","899","3260","29307","899","3260","29307","0","0",0
"2016","세종","근채류","당근","0","0","0","0","0","0","0","0",0
"2016","전국","근채류","연근","736","2098","15441","736","2098","15441","0","0",0
"2016","서울","근채류","연근","0","0","0","0","0","0","0","0",0
"2016","부산","근채류","연근","0","0","0","0","0","0","0","0",0
"2016","대구","근채류","연근","230","2824","6496","230","2824","6496","0","0",0
"2016","인천","근채류","연근","0","0","0","0","0","0","0","0",0
"2016","광주","근채류","연근","0","0","0","0","0","0","0","0",0
"2016","대전","근채류","연근","0","0","0","0","0","0","0","0",0
"2016","울산","근채류","연근","0","0","0","0","0","0","0","0",0
"2016","경기","근채류","연근","40","980","392","40","980","392","0","0",0
"2016","강원","근채류","연근","1","2500","25","1","2500","25","0","0",0
"2016","충북","근채류","연근","0","0","0","0","0","0","0","0",0
"2016","충남","근채류","연근","7","1629","114","7","1629","114","0","0",0
"2016","전북","근채류","연근","12","1783","214","12","1783","214","0","0",0
"2016","전남","근채류","연근","40","1435","574","40","1435","574","0","0",0
"2016","경북","근채류","연근","111","1927","2139","111","1927","2139","0","0",0
"2016","경남","근채류","연근","295","1860","5487","295","1860","5487","0","0",0
"2016","제주","근채류","연근","0","0","0","0","0","0","0","0",0
"2016","세종","근채류","연근","0","0","0","0","0","0","0","0",0
"2016","전국","근채류","우엉","154","2216","3413","150","2161","3241","4","4300",172
"2016","서울","근채류","우엉","0","0","0","0","0","0","0","0",0
"2016","부산","근채류","우엉","0","0","0","0","0","0","0","0",0
"2016","대구","근채류","우엉","2","5950","119","0","0","0","2","5950",119
"2016","인천","근채류","우엉","0","0","0","0","0","0","0","0",0
"2016","광주","근채류","우엉","0","0","0","0","0","0","0","0",0
"2016","대전","근채류","우엉","0","0","0","0","0","0","0","0",0
"2016","울산","근채류","우엉","0","0","0","0","0","0","0","0",0
"2016","경기","근채류","우엉","0","0","0","0","0","0","0","0",0
"2016","강원","근채류","우엉","0","0","0","0","0","0","0","0",0
"2016","충북","근채류","우엉","2","2650","53","0","0","0","2","2650",53
"2016","충남","근채류","우엉","0","0","0","0","0","0","0","0",0
"2016","전북","근채류","우엉","0","0","0","0","0","0","0","0",0
"2016","전남","근채류","우엉","0","2100","8","0","2100","8","0","0",0
"2016","경북","근채류","우엉","90","2228","2005","90","2228","2005","0","0",0
"2016","경남","근채류","우엉","60","2047","1228","60","2047","1228","0","0",0
"2016","제주","근채류","우엉","0","0","0","0","0","0","0","0",0
"2016","세종","근채류","우엉","0","0","0","0","0","0","0","0",0
"2016","전국","근채류","토란","179","1456","2607","176","1459","2568","3","1194",39
"2016","서울","근채류","토란","0","0","0","0","0","0","0","0",0
"2016","부산","근채류","토란","0","0","0","0","0","0","0","0",0
"2016","대구","근채류","토란","0","0","0","0","0","0","0","0",0
"2016","인천","근채류","토란","0","0","0","0","0","0","0","0",0
"2016","광주","근채류","토란","1","1400","14","1","1150","14","0","0",0
"2016","대전","근채류","토란","0","1233","4","0","1233","4","0","0",0
"2016","울산","근채류","토란","0","0","0","0","0","0","0","0",0
"2016","경기","근채류","토란","34","1185","403","33","1170","384","1","1462",19
"2016","강원","근채류","토란","9","2000","180","9","2000","180","0","0",0
"2016","충북","근채류","토란","1","1157","8","1","1157","8","0","0",0
"2016","충남","근채류","토란","2","1000","20","0","0","0","2","1000",20
"2016","충북","근채류","고랭지무","0","0","0","0","0","0","0","0",0
"2016","충남","근채류","고랭지무","0","0","0","0","0","0","0","0",0
"2016","전북","근채류","고랭지무","108","3105","3353","108","3105","3353","0","0",0
"2016","전남","근채류","고랭지무","0","0","0","0","0","0","0","0",0
"2016","경북","근채류","고랭지무","119","2197","2614","119","2197","2614","0","0",0
"2016","경남","근채류","고랭지무","0","0","0","0","0","0","0","0",0
"2016","제주","근채류","고랭지무","0","0","0","0","0","0","0","0",0
"2016","세종","근채류","고랭지무","0","0","0","0","0","0","0","0",0
"2016","전국","근채류","겨울무","5100","5176","263976","5100","5176","263976","0","0",0
"2016","서울","근채류","겨울무","0","0","0","0","0","0","0","0",0
"2016","부산","근채류","겨울무","0","0","0","0","0","0","0","0",0
"2016","대구","근채류","겨울무","0","0","0","0","0","0","0","0",0
"2016","인천","근채류","겨울무","0","0","0","0","0","0","0","0",0
"2016","광주","근채류","겨울무","0","0","0","0","0","0","0","0",0
"2016","대전","근채류","겨울무","0","0","0","0","0","0","0","0",0
"2016","울산","근채류","겨울무","0","0","0","0","0","0","0","0",0
"2016","경기","근채류","겨울무","0","0","0","0","0","0","0","0",0
"2016","강원","근채류","겨울무","0","0","0","0","0","0","0","0",0
"2016","충북","근채류","겨울무","0","0","0","0","0","0","0","0",0
"2016","충남","근채류","겨울무","0","0","0","0","0","0","0","0",0
"2016","전북","근채류","겨울무","0","0","0","0","0","0","0","0",0
"2016","전남","근채류","겨울무","0","0","0","0","0","0","0","0",0
"2016","경북","근채류","겨울무","0","0","0","0","0","0","0","0",0
"2016","경남","근채류","겨울무","0","0","0","0","0","0","0","0",0
"2016","제주","근채류","겨울무","5100","5176","263976","5100","5176","263976","0","0",0
"2016","세종","근채류","겨울무","0","0","0","0","0","0","0","0",0
"2016","전국","근채류","가을 일반무","4769","7734","368856","0","0","0","0","0",0
"2016","서울","근채류","가을 일반무","2","7804","156","0","0","0","0","0",0
"2016","부산","근채류","가을 일반무","18","7565","1362","0","0","0","0","0",0
"2016","대구","근채류","가을 일반무","11","5898","649","0","0","0","0","0",0
"2016","인천","근채류","가을 일반무","53","8621","4569","0","0","0","0","0",0
"2016","광주","근채류","가을 일반무","145","7974","11562","0","0","0","0","0",0
"2016","대전","근채류","가을 일반무","16","7256","1161","0","0","0","0","0",0
"2016","울산","근채류","가을 일반무","26","7089","1843","0","0","0","0","0",0
"2016","경기","근채류","가을 일반무","724","7804","56502","0","0","0","0","0",0
"2016","강원","근채류","가을 일반무","266","7321","19473","0","0","0","0","0",0
"2016","충북","근채류","가을 일반무","137","6751","9248","0","0","0","0","0",0
"2016","충남","근채류","가을 일반무","868","7795","67663","0","0","0","0","0",0
"2016","전북","근채류","가을 일반무","1044","7379","77035","0","0","0","0","0",0
"2016","전남","근채류","가을 일반무","836","8610","71978","0","0","0","0","0",0
"2016","경북","근채류","가을 일반무","334","5925","19790","0","0","0","0","0",0
"2016","경남","근채류","가을 일반무","163","7279","11866","0","0","0","0","0",0
"2016","제주","근채류","가을 일반무","98","11646","11413","0","0","0","0","0",0
"2016","세종","근채류","가을 일반무","28","9237","2586","0","0","0","0","0",0
"2016","전국","근채류","가을 총각무","645","4935","31830","0","0","0","0","0",0
"2016","서울","근채류","가을 총각무","0","0","0","0","0","0","0","0",0
"2016","부산","근채류","가을 총각무","0","0","0","0","0","0","0","0",0
"2016","대구","근채류","가을 총각무","0","0","0","0","0","0","0","0",0
"2016","인천","근채류","가을 총각무","9","5535","498","0","0","0","0","0",0
"2016","광주","근채류","가을 총각무","0","0","0","0","0","0","0","0",0
"2016","대전","근채류","가을 총각무","0","0","0","0","0","0","0","0",0
"2016","울산","근채류","가을 총각무","0","0","0","0","0","0","0","0",0
"2016","경기","근채류","가을 총각무","165","5541","9142","0","0","0","0","0",0
"2016","강원","근채류","가을 총각무","56","5212","2919","0","0","0","0","0",0
"2016","충북","근채류","가을 총각무","23","6607","1520","0","0","0","0","0",0
"2016","충남","근채류","가을 총각무","172","4994","8589","0","0","0","0","0",0
"2016","전북","근채류","가을 총각무","12","4147","498","0","0","0","0","0",0
"2016","전남","근채류","가을 총각무","203","4147","8418","0","0","0","0","0",0
"2016","경북","근채류","가을 총각무","1","5212","52","0","0","0","0","0",0
"2016","경남","근채류","가을 총각무","0","0","0","0","0","0","0","0",0
"2016","제주","근채류","가을 총각무","0","0","0","0","0","0","0","0",0
"2016","세종","근채류","가을 총각무","4","4859","194","0","0","0","0","0",0
"2016","전국","근채류","당근","2230","3276","73061","2230","3276","73061","0","0",0
"2016","서울","근채류","당근","0","0","0","0","0","0","0","0",0
"2016","전국","근채류","계","22554","0","1106684","21701","0","1073542","853","0",33142
"2016","서울","근채류","계","2","0","156","2","0","156","0","0",0
"2016","부산","근채류","계","23","0","1553","22","0","1509","1","0",44
"2016","대구","근채류","계","297","0","9597","295","0","9478","2","0",119
"2016","인천","근채류","계","138","0","7491","130","0","7268","8","0",223
"2016","광주","근채류","계","170","0","12416","170","0","12416","0","0",0
"2016","대전","근채류","계","17","0","1212","16","0","1165","1","0",47
"2016","울산","근채류","계","28","0","1902","28","0","1902","0","0",0
"2016","경기","근채류","계","2004","0","99722","1927","0","97584","77","0",2138
"2016","강원","근채류","계","3552","0","131052","3525","0","130315","27","0",737
"2016","충북","근채류","계","710","0","36903","678","0","34714","32","0",2189
"2016","충남","근채류","계","1841","0","114842","1681","0","106623","160","0",8219
"2016","전북","근채류","계","2039","0","127508","1912","0","123815","127","0",3693
"2016","전남","근채류","계","1905","0","115231","1609","0","104720","296","0",10511
"2016","경북","근채류","계","2002","0","74698","1941","0","72390","61","0",2308
"2016","경남","근채류","계","1512","0","58597","1466","0","56297","46","0",2300
"2016","제주","근채류","계","6277","0","310765","6267","0","310410","10","0",355
"2016","세종","근채류","계","37","0","3039","32","0","2780","5","0",259
"2016","전국","근채류","무전체(기타무+고랭지무+가을무+겨울무)","19255","5257","1012162","18409","5319","979231","846","3893",32931
"2016","서울","근채류","무전체(기타무+고랭지무+가을무+겨울무)","2","7800","156","2","7800","156","0","0",0
"2016","부산","근채류","무전체(기타무+고랭지무+가을무+겨울무)","23","6752","1553","22","6859","1509","1","4400",44
"2016","대구","근채류","무전체(기타무+고랭지무+가을무+겨울무)","65","4588","2982","65","4588","2982","0","0",0
"2016","인천","근채류","무전체(기타무+고랭지무+가을무+겨울무)","138","5428","7491","130","5591","7268","8","2788",223
"2016","광주","근채류","무전체(기타무+고랭지무+가을무+겨울무)","169","7338","12402","169","7338","12402","0","0",0
"2016","대전","근채류","무전체(기타무+고랭지무+가을무+겨울무)","17","7106","1208","16","7256","1161","1","4665",47
"2016","울산","근채류","무전체(기타무+고랭지무+가을무+겨울무)","28","6793","1902","28","6793","1902","0","0",0
"2016","경기","근채류","무전체(기타무+고랭지무+가을무+겨울무)","1916","5143","98547","1840","5241","96428","76","2788",2119
"2016","강원","근채류","무전체(기타무+고랭지무+가을무+겨울무)","3221","3825","123207","3194","3834","122470","27","2728",737
"2016","충북","근채류","무전체(기타무+고랭지무+가을무+겨울무)","654","5486","35877","624","5407","33741","30","7120",2136
"2016","충남","근채류","무전체(기타무+고랭지무+가을무+겨울무)","1820","6285","114394","1662","6390","106195","158","5189",8199
"2016","전북","근채류","무전체(기타무+고랭지무+가을무+겨울무)","1973","6411","126495","1846","6652","122802","127","2908",3693
"2016","전남","근채류","무전체(기타무+고랭지무+가을무+겨울무)","1755","6418","112629","1459","6999","102118","296","3551",10511
"2016","경북","근채류","무전체(기타무+고랭지무+가을무+겨울무)","1577","4097","64610","1516","4110","62302","61","3783",2308
"2016","경남","근채류","무전체(기타무+고랭지무+가을무+겨울무)","482","5023","24212","436","5026","21912","46","5000",2300
"2016","제주","근채류","무전체(기타무+고랭지무+가을무+겨울무)","5378","5234","281458","5368","5237","281103","10","3551",355
"2016","세종","근채류","무전체(기타무+고랭지무+가을무+겨울무)","37","8214","3039","32","8688","2780","5","5189",259
"2016","전국","근채류","봄무(일반무+기타무)","6134","4227","259280","5288","4280","226349","846","3893",32931
"2016","서울","근채류","봄무(일반무+기타무)","0","0","0","0","0","0","0","0",0
"2016","부산","근채류","봄무(일반무+기타무)","5","3820","191","4","3680","147","1","4400",44
"2016","대구","근채류","봄무(일반무+기타무)","54","4320","2333","54","4321","2333","0","0",0
"2016","인천","근채류","봄무(일반무+기타무)","76","3189","2424","68","3237","2201","8","2788",223
"2016","광주","근채류","봄무(일반무+기타무)","24","3500","840","24","3500","840","0","0",0
"2016","대전","근채류","봄무(일반무+기타무)","1","4700","47","0","0","0","1","4665",47
"2016","울산","근채류","봄무(일반무+기타무)","2","2950","59","2","2930","59","0","0",0
"2016","경기","근채류","봄무(일반무+기타무)","1027","3204","32903","951","3237","30784","76","2788",2119
"2016","강원","근채류","봄무(일반무+기타무)","519","3576","18562","492","3623","17825","27","2728",737
"2016","충북","근채류","봄무(일반무+기타무)","494","5083","25109","464","4951","22973","30","7120",2136
"2016","충남","근채류","봄무(일반무+기타무)","780","4890","38142","622","4814","29943","158","5189",8199
"2016","전북","근채류","봄무(일반무+기타무)","809","5638","45609","682","6146","41916","127","2908",3693
"2016","전남","근채류","봄무(일반무+기타무)","716","4502","32233","420","5172","21722","296","3551",10511
"2016","경북","근채류","봄무(일반무+기타무)","1123","3754","42154","1062","3752","39846","61","3783",2308
"2016","경남","근채류","봄무(일반무+기타무)","319","3870","12346","273","3680","10046","46","5000",2300
"2016","제주","근채류","봄무(일반무+기타무)","180","3372","6069","170","3361","5714","10","3551",355
"2016","세종","근채류","봄무(일반무+기타무)","5","5180","259","0","0","0","5","5189",259
"2016","전국","근채류","고랭지무","2607","3384","88220","2607","3384","88220","0","0",0
"2016","서울","근채류","고랭지무","0","0","0","0","0","0","0","0",0
"2016","부산","근채류","고랭지무","0","0","0","0","0","0","0","0",0
"2016","대구","근채류","고랭지무","0","0","0","0","0","0","0","0",0
"2016","인천","근채류","고랭지무","0","0","0","0","0","0","0","0",0
"2016","광주","근채류","고랭지무","0","0","0","0","0","0","0","0",0
"2016","대전","근채류","고랭지무","0","0","0","0","0","0","0","0",0
"2016","울산","근채류","고랭지무","0","0","0","0","0","0","0","0",0
"2016","경기","근채류","고랭지무","0","0","0","0","0","0","0","0",0
"2016","강원","근채류","고랭지무","2380","3456","82253","2380","3456","82253","0","0",0
"2014","전 국","과 채 류","파 프 리 카","0","0","0","0","0","0","598","10763",64363
"2014","서 울","과 채 류","파 프 리 카","0","0","0","0","0","0","0","0",0
"2014","부 산","과 채 류","파 프 리 카","0","0","0","0","0","0","0","0",0
"2014","대 구","과 채 류","파 프 리 카","0","0","0","0","0","0","0","0",0
"2014","인 천","과 채 류","파 프 리 카","0","0","0","0","0","0","0","0",0
"2014","광 주","과 채 류","파 프 리 카","0","0","0","0","0","0","4","3176",127
"2014","대 전","과 채 류","파 프 리 카","0","0","0","0","0","0","0","0",0
"2014","울 산","과 채 류","파 프 리 카","0","0","0","0","0","0","3","14589",438
"2014","경 기","과 채 류","파 프 리 카","0","0","0","0","0","0","5","11012",551
"2014","강 원","과 채 류","파 프 리 카","0","0","0","0","0","0","210","10500",22050
"2014","충 북","과 채 류","파 프 리 카","0","0","0","0","0","0","1","7786",78
"2014","충 남","과 채 류","파 프 리 카","0","0","0","0","0","0","14","10947",1533
"2014","전 북","과 채 류","파 프 리 카","0","0","0","0","0","0","59","11633",6863
"2014","전 남","과 채 류","파 프 리 카","0","0","0","0","0","0","60","10035",6021
"2014","경 북","과 채 류","파 프 리 카","0","0","0","0","0","0","20","9950",1990
"2014","경 남","과 채 류","파 프 리 카","0","0","0","0","0","0","210","11180",23478
"2014","제 주","과 채 류","파 프 리 카","0","0","0","0","0","0","12","10291",1235
"2014","(세 종)","과 채 류","파 프 리 카","0","0","0","0","0","0","0","0",0
"2014","전 국","근 채 류","계","24413","0","1399652","23308","0","1355286","1105","0",44366
"2014","서 울","근 채 류","계","11","0","696","7","0","580","4","0",116
"2014","부 산","근 채 류","계","108","0","2765","107","0","2730","1","0",35
"2014","대 구","근 채 류","계","354","0","10967","274","0","7937","80","0",3030
"2014","인 천","근 채 류","계","112","0","9927","109","0","9840","3","0",87
"2014","광 주","근 채 류","계","140","0","10144","104","0","8272","36","0",1872
"2014","대 전","근 채 류","계","27","0","1712","21","0","1484","6","0",228
"2014","울 산","근 채 류","계","74","0","5102","70","0","4961","4","0",141
"2014","경 기","근 채 류","계","2439","0","153534","2333","0","150518","106","0",3016
"2014","강 원","근 채 류","계","3398","0","118595","3385","0","118243","13","0",352
"2014","충 북","근 채 류","계","775","0","36938","752","0","36106","23","0",832
"2014","충 남","근 채 류","계","2034","0","135807","1960","0","131510","74","0",4297
"2014","전 북","근 채 류","계","2161","0","179241","2005","0","171166","156","0",8075
"2014","전 남","근 채 류","계","1956","0","113168","1592","0","99285","364","0",13883
"2014","경 북","근 채 류","계","2231","0","84108","2036","0","76917","195","0",7192
"2014","경 남","근 채 류","계","966","0","35358","926","0","34148","40","0",1210
"2014","제 주","근 채 류","계","7627","0","501588","7627","0","501588","0","0",0
"2014","(세 종)","근 채 류","계","11","0","630","11","0","630","0","0",0
"2014","전 국","근 채 류","무 전 체(봄무+고랭지무+가을무+겨울무)","21030","6167","1296970","19936","6284","1252812","1094","4036",44158
"2014","서 울","근 채 류","무 전 체(봄무+고랭지무+가을무+겨울무)","11","6327","696","7","8286","580","4","2888",116
"2014","부 산","근 채 류","무 전 체(봄무+고랭지무+가을무+겨울무)","15","6027","904","14","6207","869","1","3503",35
"2014","대 구","근 채 류","무 전 체(봄무+고랭지무+가을무+겨울무)","117","5026","5881","37","7705","2851","80","3788",3030
"2014","인 천","근 채 류","무 전 체(봄무+고랭지무+가을무+겨울무)","109","9041","9855","106","9215","9768","3","2888",87
"2014","광 주","근 채 류","무 전 체(봄무+고랭지무+가을무+겨울무)","139","7290","10133","103","8020","8261","36","5200",1872
"2014","대 전","근 채 류","무 전 체(봄무+고랭지무+가을무+겨울무)","27","6341","1712","21","7067","1484","6","3804",228
"2014","울 산","근 채 류","무 전 체(봄무+고랭지무+가을무+겨울무)","74","6895","5102","70","7087","4961","4","3527",141
"2014","경 기","근 채 류","무 전 체(봄무+고랭지무+가을무+겨울무)","2327","6520","151713","2224","6688","148738","103","2888",2975
"2014","강 원","근 채 류","무 전 체(봄무+고랭지무+가을무+겨울무)","3316","3500","116073","3303","3504","115721","13","2711",352
"2014","충 북","근 채 류","무 전 체(봄무+고랭지무+가을무+겨울무)","743","4813","35762","722","4845","34978","21","3733",784
"2014","충 남","근 채 류","무 전 체(봄무+고랭지무+가을무+겨울무)","1985","6773","134445","1912","6807","130158","73","5872",4287
"2014","전 북","근 채 류","무 전 체(봄무+고랭지무+가을무+겨울무)","2122","8420","178683","1966","8678","170608","156","5176",8075
"2014","충 북","과 채 류","토 마 토","247","6975","17228","0","0","0","247","6975",17228
"2014","충 남","과 채 류","토 마 토","1553","7043","109378","0","0","0","1553","7043",109378
"2014","전 북","과 채 류","토 마 토","471","6587","31025","0","0","0","471","6587",31025
"2014","전 남","과 채 류","토 마 토","1037","8750","90738","0","0","0","1037","8750",90738
"2014","경 북","과 채 류","토 마 토","606","6635","40208","0","0","0","606","6635",40208
"2014","경 남","과 채 류","토 마 토","589","7467","43981","0","0","0","589","7467",43981
"2014","제 주","과 채 류","토 마 토","44","0","3102","0","0","0","44","7051",3102
"2014","(세 종)","과 채 류","토 마 토","15","5991","899","0","0","0","15","5991",899
"2014","전 국","과 채 류","풋 고 추","0","0","0","0","0","0","4619","4025",185915
"2014","서 울","과 채 류","풋 고 추","0","0","0","0","0","0","40","3036",1214
"2014","부 산","과 채 류","풋 고 추","0","0","0","0","0","0","0","0",0
"2014","대 구","과 채 류","풋 고 추","0","0","0","0","0","0","19","2320",441
"2014","인 천","과 채 류","풋 고 추","0","0","0","0","0","0","0","0",0
"2014","광 주","과 채 류","풋 고 추","0","0","0","0","0","0","298","3334",9935
"2014","대 전","과 채 류","풋 고 추","0","0","0","0","0","0","9","2736",246
"2014","울 산","과 채 류","풋 고 추","0","0","0","0","0","0","4","2561",102
"2014","경 기","과 채 류","풋 고 추","0","0","0","0","0","0","316","2509",7928
"2014","강 원","과 채 류","풋 고 추","0","0","0","0","0","0","841","3108",26138
"2014","충 북","과 채 류","풋 고 추","0","0","0","0","0","0","97","2420",2347
"2014","충 남","과 채 류","풋 고 추","0","0","0","0","0","0","452","4376",19780
"2014","전 북","과 채 류","풋 고 추","0","0","0","0","0","0","128","2675",3424
"2014","전 남","과 채 류","풋 고 추","0","0","0","0","0","0","620","3220",19964
"2014","경 북","과 채 류","풋 고 추","0","0","0","0","0","0","138","2598",3585
"2014","경 남","과 채 류","풋 고 추","0","0","0","0","0","0","1654","5489",90788
"2014","제 주","과 채 류","풋 고 추","0","0","0","0","0","0","3","750",23
"2014","(세 종)","과 채 류","풋 고 추","0","0","0","0","0","0","4","4382",175
"2014","전 남","근 채 류","무 전 체(봄무+고랭지무+가을무+겨울무)","1753","6230","109218","1389","6864","95335","364","3814",13883
"2014","경 북","근 채 류","무 전 체(봄무+고랭지무+가을무+겨울무)","1612","4296","69249","1422","4372","62166","190","3728",7083
"2014","경 남","근 채 류","무 전 체(봄무+고랭지무+가을무+겨울무)","483","4853","23441","443","5018","22231","40","3025",1210
"2014","제 주","근 채 류","무 전 체(봄무+고랭지무+가을무+겨울무)","6197","7166","444102","6197","7166","444102","0","0",0
"2014","(세 종)","근 채 류","무 전 체(봄무+고랭지무+가을무+겨울무)","11","5732","630","11","5732","630","0","0",0
"2014","전 국","근 채 류","봄무(일반무+기타무)","6969","4408","307212","5875","4478","263054","1094","4036",44158
"2014","서 울","근 채 류","봄무(일반무+기타무)","4","2900","116","0","0","0","4","2888",116
"2014","부 산","근 채 류","봄무(일반무+기타무)","7","1900","133","6","1626","98","1","3503",35
"2014","대 구","근 채 류","봄무(일반무+기타무)","81","3800","3078","1","4810","48","80","3788",3030
"2014","인 천","근 채 류","봄무(일반무+기타무)","11","4373","481","8","4920","394","3","2888",87
"2014","광 주","근 채 류","봄무(일반무+기타무)","57","4563","2601","21","3473","729","36","5200",1872
"2014","대 전","근 채 류","봄무(일반무+기타무)","9","3667","330","3","3407","102","6","3804",228
"2014","울 산","근 채 류","봄무(일반무+기타무)","11","3036","334","7","2759","193","4","3527",141
"2014","경 기","근 채 류","봄무(일반무+기타무)","1314","4761","62556","1211","4920","59581","103","2888",2975
"2014","강 원","근 채 류","봄무(일반무+기타무)","497","3472","17258","484","3493","16906","13","2711",352
"2014","충 북","근 채 류","봄무(일반무+기타무)","594","4330","25721","573","4352","24937","21","3733",784
"2014","충 남","근 채 류","봄무(일반무+기타무)","1000","4940","49404","927","4867","45117","73","5872",4287
"2014","전 북","근 채 류","봄무(일반무+기타무)","828","6348","52561","672","6620","44486","156","5176",8075
"2014","전 남","근 채 류","봄무(일반무+기타무)","938","4272","40069","574","4562","26186","364","3814",13883
"2014","경 북","근 채 류","봄무(일반무+기타무)","1212","3537","42873","1022","3502","35790","190","3728",7083
"2014","경 남","근 채 류","봄무(일반무+기타무)","248","1852","4592","208","1626","3382","40","3025",1210
"2014","제 주","근 채 류","봄무(일반무+기타무)","158","3231","5105","158","3231","5105","0","0",0
"2014","(세 종)","근 채 류","봄무(일반무+기타무)","2","4249","85","2","4249","85","0","0",0
"2014","전 국","근 채 류","고 랭 지 무","0","0","0","2608","3020","78760","0","0",0
"2014","서 울","근 채 류","고 랭 지 무","0","0","0","0","0","0","0","0",0
"2014","부 산","근 채 류","고 랭 지 무","0","0","0","0","0","0","0","0",0
"2014","대 구","근 채 류","고 랭 지 무","0","0","0","0","0","0","0","0",0
"2014","인 천","근 채 류","고 랭 지 무","0","0","0","0","0","0","0","0",0
"2014","광 주","근 채 류","고 랭 지 무","0","0","0","0","0","0","0","0",0
"2014","대 전","근 채 류","고 랭 지 무","0","0","0","0","0","0","0","0",0
"2014","울 산","근 채 류","고 랭 지 무","0","0","0","0","0","0","0","0",0
"2014","경 기","근 채 류","고 랭 지 무","0","0","0","0","0","0","0","0",0
"2014","강 원","근 채 류","고 랭 지 무","0","0","0","2478","2994","74191","0","0",0
"2014","충 북","근 채 류","고 랭 지 무","0","0","0","0","0","0","0","0",0
"2014","충 남","근 채 류","고 랭 지 무","0","0","0","0","0","0","0","0",0
"2014","전 북","근 채 류","고 랭 지 무","0","0","0","63","4425","2788","0","0",0
"2014","전 남","근 채 류","고 랭 지 무","0","0","0","0","0","0","0","0",0
"2014","경 북","근 채 류","고 랭 지 무","0","0","0","67","2658","1781","0","0",0
"2014","경 남","근 채 류","고 랭 지 무","0","0","0","0","0","0","0","0",0
"2014","제 주","근 채 류","고 랭 지 무","0","0","0","0","0","0","0","0",0
"2014","(세 종)","근 채 류","고 랭 지 무","0","0","0","0","0","0","0","0",0
"2014","전 국","근 채 류","가을 일반무","4977","9173","456520","0","0","0","0","0",0
"2014","서 울","근 채 류","가을 일반무","5","9496","475","0","0","0","0","0",0
"2014","부 산","근 채 류","가을 일반무","8","9643","771","0","0","0","0","0",0
"2014","대 구","근 채 류","가을 일반무","36","7786","2803","0","0","0","0","0",0
"2014","인 천","근 채 류","가을 일반무","89","9951","8856","0","0","0","0","0",0
"2014","광 주","근 채 류","가을 일반무","82","9185","7532","0","0","0","0","0",0
"2014","대 전","근 채 류","가을 일반무","13","8715","1133","0","0","0","0","0",0
"2014","울 산","근 채 류","가을 일반무","63","7569","4768","0","0","0","0","0",0
"2014","경 기","근 채 류","가을 일반무","846","9496","80336","0","0","0","0","0",0
"2014","강 원","근 채 류","가을 일반무","303","7612","23065","0","0","0","0","0",0
"2014","충 북","근 채 류","가을 일반무","110","7490","8239","0","0","0","0","0",0
"2014","충 남","근 채 류","가을 일반무","812","9413","76430","0","0","0","0","0",0
"2014","전 북","근 채 류","가을 일반무","1214","10094","122543","0","0","0","0","0",0
"2014","전 남","근 채 류","가을 일반무","752","8805","66216","0","0","0","0","0",0
"2014","경 북","근 채 류","가을 일반무","325","7467","24267","0","0","0","0","0",0
"2014","경 남","근 채 류","가을 일반무","235","8021","18849","0","0","0","0","0",0
"2014","제 주","근 채 류","가을 일반무","84","12187","10237","0","0","0","0","0",0
"2014","(세 종)","근 채 류","가을 일반무","9","6061","545","0","0","0","0","0",0
"2014","전 국","근 채 류","가을 총각무","521","4936","25718","0","0","0","0","0",0
"2014","서 울","근 채 류","가을 총각무","2","5282","106","0","0","0","0","0",0
"2014","부 산","근 채 류","가을 총각무","0","0","0","0","0","0","0","0",0
"2014","대 구","근 채 류","가을 총각무","0","0","0","0","0","0","0","0",0
"2014","인 천","근 채 류","가을 총각무","9","5749","517","0","0","0","0","0",0
"2014","광 주","근 채 류","가을 총각무","0","0","0","0","0","0","0","0",0
"2014","대 전","근 채 류","가을 총각무","5","4978","249","0","0","0","0","0",0
"2014","울 산","근 채 류","가을 총각무","0","0","0","0","0","0","0","0",0
"2014","경 기","근 채 류","가을 총각무","167","5282","8821","0","0","0","0","0",0
"2014","강 원","근 채 류","가을 총각무","38","4103","1559","0","0","0","0","0",0
"2014","충 북","근 채 류","가을 총각무","39","4620","1802","0","0","0","0","0",0
"2014","충 남","근 채 류","가을 총각무","173","4978","8611","0","0","0","0","0",0
"2014","전 북","근 채 류","가을 총각무","17","4656","791","0","0","0","0","0",0
"2014","전 남","근 채 류","가을 총각무","63","4656","2933","0","0","0","0","0",0
"2014","경 북","근 채 류","가을 총각무","8","4103","328","0","0","0","0","0",0
"2014","경 남","근 채 류","가을 총각무","0","0","0","0","0","0","0","0",0
"2014","제 주","근 채 류","가을 총각무","0","0","0","0","0","0","0","0",0
