년도,구분,채소_묶음_분류,시도,면적_계,단수_계,생산량_계,노지_면적,노지_단수,노지_생산량,시설_면적,시설_단수,시설_생산량
"2016","경북","양채류","녹색꽃양배추","18","841","150","18","834","147","0","1500",3
"2016","경남","양채류","녹색꽃양배추","4","794","28","4","795","28","0","0",0
"2016","제주","양채류","녹색꽃양배추","1497","1648","24681","1496","1648","24652","2","1781",29
"2016","세종","양채류","녹색꽃양배추","0","0","0","0","0","0","0","0",0
"2016","전국","양채류","케일","26","2757","711","4","2340","98","22","2838",613
"2016","서울","양채류","케일","0","0","0","0","0","0","0","0",0
"2016","부산","양채류","케일","0","0","0","0","0","0","0","0",0
"2016","대구","양채류","케일","3","1065","33","0","0","0","3","1065",33
"2016","인천","양채류","케일","0","3300","3","0","0","0","0","3300",3
"2016","광주","양채류","케일","0","0","0","0","0","0","0","0",0
"2016","대전","양채류","케일","0","0","0","0","0","0","0","0",0
"2016","울산","양채류","케일","0","0","0","0","0","0","0","0",0
"2016","경기","양채류","케일","14","3194","460","2","2125","51","12","3408",409
"2016","강원","양채류","케일","2","2629","55","0","0","0","2","2629",55
"2016","충북","양채류","케일","0","7350","15","0","7350","15","0","0",0
"2016","충남","양채류","케일","0","0","0","0","0","0","0","0",0
"2016","전북","양채류","케일","0","0","0","0","0","0","0","0",0
"2016","전남","양채류","케일","0","0","0","0","0","0","0","0",0
"2016","경북","양채류","케일","1","2500","13","0","0","0","1","2500",13
"2016","경남","양채류","케일","4","2634","100","0","0","0","4","2634",100
"2016","제주","양채류","케일","2","2038","33","2","2038","33","0","0",0
"2016","세종","양채류","케일","0","0","0","0","0","0","0","0",0
"2016","전국","양채류","신선초","41","3513","1430","1","1236","17","39","3594",1412
"2016","서울","양채류","신선초","0","0","0","0","0","0","0","0",0
"2016","부산","양채류","신선초","0","0","0","0","0","0","0","0",0
"2016","대구","양채류","신선초","0","0","0","0","0","0","0","0",0
"2016","인천","양채류","신선초","0","0","0","0","0","0","0","0",0
"2016","광주","양채류","신선초","0","0","0","0","0","0","0","0",0
"2016","대전","양채류","신선초","0","0","0","0","0","0","0","0",0
"2016","울산","양채류","신선초","0","0","0","0","0","0","0","0",0
"2016","경기","양채류","신선초","24","2675","629","0","0","0","24","2675",629
"2016","강원","양채류","신선초","14","5349","760","0","0","0","14","5349",760
"2016","충북","양채류","신선초","0","7500","15","0","0","0","0","7500",15
"2016","충남","양채류","신선초","0","0","0","0","0","0","0","0",0
"2016","전북","양채류","신선초","1","650","9","0","0","0","1","650",9
"2016","전남","양채류","신선초","0","0","0","0","0","0","0","0",0
"2016","경북","양채류","신선초","0","0","0","0","0","0","0","0",0
"2016","경남","양채류","신선초","0","0","0","0","0","0","0","0",0
"2016","제주","양채류","신선초","1","1236","17","1","1236","17","0","0",0
"2016","세종","양채류","신선초","0","0","0","0","0","0","0","0",0
"2016","전국","기타채소","계","4050","0","92637","1984","0","36871","2066","0",55766
"2016","서울","기타채소","계","1","0","8","1","0","8","0","0",0
"2016","부산","기타채소","계","4","0","70","3","0","45","1","0",25
"2016","대구","기타채소","계","33","0","1317","0","0","0","33","0",1317
"2016","인천","기타채소","계","15","0","356","0","0","0","15","0",356
"2016","광주","기타채소","계","31","0","1042","0","0","0","31","0",1042
"2016","대전","기타채소","계","5","0","46","0","0","0","5","0",46
"2016","울산","기타채소","계","6","0","173","0","0","0","6","0",173
"2016","경기","기타채소","계","464","0","15884","41","0","533","423","0",15351
"2016","강원","기타채소","계","318","0","3287","225","0","2263","93","0",1024
"2016","충북","기타채소","계","36","0","864","0","0","0","36","0",864
"2016","충남","기타채소","계","752","0","11218","195","0","2828","557","0",8389
"2016","전북","기타채소","계","115","0","523","95","0","275","20","0",249
"2016","전남","기타채소","계","422","0","6533","317","0","3404","105","0",3129
"2016","경북","기타채소","계","337","0","3369","260","0","1051","77","0",2318
"2016","경남","기타채소","계","790","0","24340","154","0","3790","636","0",20550
"2016","제주","기타채소","계","722","0","23608","695","0","22674","27","0",934
"2016","세종","기타채소","계","0","0","0","0","0","0","0","0",0
"2016","인천","양채류","적채","0","0","0","0","0","0","0","0",0
"2016","광주","양채류","적채","0","0","0","0","0","0","0","0",0
"2016","대전","양채류","적채","0","0","0","0","0","0","0","0",0
"2016","울산","양채류","적채","0","0","0","0","0","0","0","0",0
"2016","경기","양채류","적채","31","2258","691","10","2073","201","21","2344",490
"2016","강원","양채류","적채","28","2979","846","28","2979","846","0","0",0
"2016","충북","양채류","적채","57","1368","773","41","911","369","16","2526",404
"2016","충남","양채류","적채","8","2496","187","6","2300","138","2","3280",49
"2016","전북","양채류","적채","0","0","0","0","0","0","0","0",0
"2016","전남","양채류","적채","0","0","0","0","0","0","0","0",0
"2016","경북","양채류","적채","10","2541","241","2","1758","33","8","2737",208
"2016","경남","양채류","적채","0","0","0","0","0","0","0","0",0
"2016","제주","양채류","적채","171","3712","6347","171","3712","6347","0","0",0
"2016","세종","양채류","적채","0","0","0","0","0","0","0","0",0
"2016","전국","양채류","파세리","31","1673","524","5","981","51","26","1811",473
"2016","서울","양채류","파세리","0","0","0","0","0","0","0","0",0
"2016","부산","양채류","파세리","0","0","0","0","0","0","0","0",0
"2016","대구","양채류","파세리","0","0","0","0","0","0","0","0",0
"2016","인천","양채류","파세리","0","0","0","0","0","0","0","0",0
"2016","광주","양채류","파세리","0","0","0","0","0","0","0","0",0
"2016","대전","양채류","파세리","0","0","0","0","0","0","0","0",0
"2016","울산","양채류","파세리","0","0","0","0","0","0","0","0",0
"2016","경기","양채류","파세리","21","2104","440","0","0","0","21","2104",440
"2016","강원","양채류","파세리","7","984","68","5","981","51","2","994",17
"2016","충북","양채류","파세리","0","0","0","0","0","0","0","0",0
"2016","충남","양채류","파세리","0","0","0","0","0","0","0","0",0
"2016","전북","양채류","파세리","3","387","12","0","0","0","3","387",12
"2016","전남","양채류","파세리","0","0","0","0","0","0","0","0",0
"2016","경북","양채류","파세리","0","0","0","0","0","0","0","0",0
"2016","경남","양채류","파세리","1","920","5","0","0","0","1","920",5
"2016","제주","양채류","파세리","0","0","0","0","0","0","0","0",0
"2016","세종","양채류","파세리","0","0","0","0","0","0","0","0",0
"2016","전국","양채류","꽃양배추","34","4066","1370","16","1370","218","18","6474",1152
"2016","서울","양채류","꽃양배추","0","0","0","0","0","0","0","0",0
"2016","부산","양채류","꽃양배추","0","0","0","0","0","0","0","0",0
"2016","대구","양채류","꽃양배추","0","0","0","0","0","0","0","0",0
"2016","인천","양채류","꽃양배추","0","0","0","0","0","0","0","0",0
"2016","광주","양채류","꽃양배추","0","0","0","0","0","0","0","0",0
"2016","대전","양채류","꽃양배추","0","0","0","0","0","0","0","0",0
"2016","울산","양채류","꽃양배추","0","0","0","0","0","0","0","0",0
"2016","경기","양채류","꽃양배추","0","0","0","0","0","0","0","0",0
"2016","강원","양채류","꽃양배추","3","3200","83","3","3200","83","0","0",0
"2016","충북","양채류","꽃양배추","19","1864","360","13","1013","135","6","3750",225
"2016","충남","양채류","꽃양배추","1","1700","24","0","0","0","1","1700",24
"2016","전북","양채류","꽃양배추","0","0","0","0","0","0","0","0",0
"2016","전남","양채류","꽃양배추","2","1975","32","0","0","0","2","1975",32
"2016","경북","양채류","꽃양배추","0","0","0","0","0","0","0","0",0
"2016","경남","양채류","꽃양배추","9","9908","872","0","0","0","9","9908",872
"2016","제주","양채류","꽃양배추","0","0","0","0","0","0","0","0",0
"2016","세종","양채류","꽃양배추","0","0","0","0","0","0","0","0",0
"2016","전국","양채류","녹색꽃양배추","1992","1554","30950","1966","1552","30521","26","1675",429
"2016","서울","양채류","녹색꽃양배추","0","0","0","0","0","0","0","0",0
"2016","부산","양채류","녹색꽃양배추","0","0","0","0","0","0","0","0",0
"2016","대구","양채류","녹색꽃양배추","0","0","0","0","0","0","0","0",0
"2016","인천","양채류","녹색꽃양배추","0","0","0","0","0","0","0","0",0
"2016","광주","양채류","녹색꽃양배추","0","0","0","0","0","0","0","0",0
"2016","대전","양채류","녹색꽃양배추","0","0","0","0","0","0","0","0",0
"2016","울산","양채류","녹색꽃양배추","0","0","0","0","0","0","0","0",0
"2016","경기","양채류","녹색꽃양배추","37","1661","606","34","1658","559","3","1696",48
"2016","강원","양채류","녹색꽃양배추","248","1051","2607","238","1028","2445","10","1579",163
"2016","충북","양채류","녹색꽃양배추","154","1563","2402","150","1554","2331","4","1950",70
"2016","충남","양채류","녹색꽃양배추","3","2000","60","0","0","0","3","2000",60
"2016","전북","양채류","녹색꽃양배추","22","1172","257","18","1134","205","4","1355",52
"2016","전남","양채류","녹색꽃양배추","10","1551","160","10","1543","154","0","1833",6
"2016","전북","양채류","계","70","0","1481","50","0","1165","20","0",315
"2016","전남","양채류","계","199","0","8016","10","0","154","189","0",7862
"2016","경북","양채류","계","32","0","488","22","0","230","10","0",258
"2016","경남","양채류","계","412","0","14753","4","0","28","409","0",14725
"2016","제주","양채류","계","1671","0","31077","1670","0","31049","2","0",29
"2016","세종","양채류","계","0","0","0","0","0","0","0","0",0
"2016","전국","양채류","결구상추","598","2931","17523","165","2087","3440","433","3252",14083
"2016","서울","양채류","결구상추","0","0","0","0","0","0","0","0",0
"2016","부산","양채류","결구상추","1","1638","13","0","0","0","1","1638",13
"2016","대구","양채류","결구상추","0","0","0","0","0","0","0","0",0
"2016","인천","양채류","결구상추","0","0","0","0","0","0","0","0",0
"2016","광주","양채류","결구상추","0","0","0","0","0","0","0","0",0
"2016","대전","양채류","결구상추","0","0","0","0","0","0","0","0",0
"2016","울산","양채류","결구상추","0","0","0","0","0","0","0","0",0
"2016","경기","양채류","결구상추","16","2778","439","0","0","0","16","2779",439
"2016","강원","양채류","결구상추","134","1880","2518","127","1849","2346","7","2447",171
"2016","충북","양채류","결구상추","5","2058","99","4","2185","87","1","1425",11
"2016","충남","양채류","결구상추","23","3078","702","0","0","0","23","3078",702
"2016","전북","양채류","결구상추","42","2796","1183","32","3000","960","10","2162",223
"2016","전남","양채류","결구상추","124","4279","5302","0","0","0","124","4279",5302
"2016","경북","양채류","결구상추","3","2181","57","2","2442","46","1","1471",10
"2016","경남","양채류","결구상추","251","2874","7212","0","0","0","251","2874",7212
"2016","제주","양채류","결구상추","0","0","0","0","0","0","0","0",0
"2016","세종","양채류","결구상추","0","0","0","0","0","0","0","0",0
"2016","전국","양채류","샐러리","34","2698","923","15","2899","444","19","2534",479
"2016","서울","양채류","샐러리","0","0","0","0","0","0","0","0",0
"2016","부산","양채류","샐러리","0","0","0","0","0","0","0","0",0
"2016","대구","양채류","샐러리","0","0","0","0","0","0","0","0",0
"2016","인천","양채류","샐러리","0","0","0","0","0","0","0","0",0
"2016","광주","양채류","샐러리","0","0","0","0","0","0","0","0",0
"2016","대전","양채류","샐러리","0","0","0","0","0","0","0","0",0
"2016","울산","양채류","샐러리","0","0","0","0","0","0","0","0",0
"2016","경기","양채류","샐러리","3","1438","46","0","0","0","3","1441",46
"2016","강원","양채류","샐러리","25","2923","737","15","2899","444","10","2962",293
"2016","충북","양채류","샐러리","0","0","0","0","0","0","0","0",0
"2016","충남","양채류","샐러리","0","2667","8","0","0","0","0","2633",8
"2016","전북","양채류","샐러리","0","0","0","0","0","0","0","0",0
"2016","전남","양채류","샐러리","0","0","0","0","0","0","0","0",0
"2016","경북","양채류","샐러리","0","0","0","0","0","0","0","0",0
"2016","경남","양채류","샐러리","6","0","132","0","0","0","6","2396",132
"2016","제주","양채류","샐러리","0","0","0","0","0","0","0","0",0
"2016","세종","양채류","샐러리","0","0","0","0","0","0","0","0",0
"2016","전국","양채류","피망","498","3913","19479","68","2583","1767","429","4125",17713
"2016","서울","양채류","피망","0","0","0","0","0","0","0","0",0
"2016","부산","양채류","피망","0","0","0","0","0","0","0","0",0
"2016","대구","양채류","피망","0","0","0","0","0","0","0","0",0
"2016","인천","양채류","피망","0","0","0","0","0","0","0","0",0
"2016","광주","양채류","피망","104","3624","3776","0","0","0","104","3624",3776
"2016","대전","양채류","피망","0","0","0","0","0","0","0","0",0
"2016","울산","양채류","피망","0","0","0","0","0","0","0","0",0
"2016","경기","양채류","피망","9","3233","288","0","0","0","9","3233",288
"2016","강원","양채류","피망","179","3556","6348","68","2586","1764","110","4156",4584
"2016","충북","양채류","피망","0","0","0","0","0","0","0","0",0
"2016","충남","양채류","피망","2","5781","93","0","0","0","2","5781",93
"2016","전북","양채류","피망","2","1360","20","0","0","0","2","1360",20
"2016","전남","양채류","피망","63","4024","2523","0","0","0","63","4024",2523
"2016","경북","양채류","피망","1","2491","27","0","1450","3","1","2711",24
"2016","경남","양채류","피망","139","4598","6405","0","0","0","139","4598",6405
"2016","제주","양채류","피망","0","0","0","0","0","0","0","0",0
"2016","세종","양채류","피망","0","0","0","0","0","0","0","0",0
"2016","전국","양채류","적채","304","2994","9086","258","3081","7934","46","2503",1151
"2016","서울","양채류","적채","0","0","0","0","0","0","0","0",0
"2016","부산","양채류","적채","0","0","0","0","0","0","0","0",0
"2016","대구","양채류","적채","0","0","0","0","0","0","0","0",0
"2016","부산","조미채소","파(대파+쪽파)","562","2535","14247","464","2603","12077","98","2214",2170
"2016","대구","조미채소","파(대파+쪽파)","241","2417","5826","232","2400","5567","9","2878",259
"2016","인천","조미채소","파(대파+쪽파)","128","2165","2771","93","1941","1805","35","2760",966
"2016","광주","조미채소","파(대파+쪽파)","6","2150","129","2","2850","57","4","1800",72
"2016","대전","조미채소","파(대파+쪽파)","45","1809","814","42","1752","736","3","2600",78
"2016","울산","조미채소","파(대파+쪽파)","30","1833","550","26","1746","454","4","2400",96
"2016","경기","조미채소","파(대파+쪽파)","2540","2514","63861","1714","2557","43831","826","2425",20030
"2016","강원","조미채소","파(대파+쪽파)","681","2056","14003","655","2058","13480","26","2012",523
"2016","충북","조미채소","파(대파+쪽파)","652","2565","16721","555","2416","13410","97","3413",3311
"2016","충남","조미채소","파(대파+쪽파)","1898","2184","41447","1613","2117","34155","285","2559",7292
"2016","전북","조미채소","파(대파+쪽파)","1213","3660","44393","960","3915","37581","253","2692",6812
"2016","전남","조미채소","파(대파+쪽파)","4405","3227","142148","4361","3237","141151","44","2266",997
"2016","경북","조미채소","파(대파+쪽파)","985","2284","22500","881","2217","19534","104","2852",2966
"2016","경남","조미채소","파(대파+쪽파)","638","2406","15349","379","2289","8674","259","2577",6675
"2016","제주","조미채소","파(대파+쪽파)","1014","2011","20391","1008","2012","20278","6","1883",113
"2016","세종","조미채소","파(대파+쪽파)","140","2953","4134","20","1850","370","120","3137",3764
"2016","전국","조미채소","대파","10396","3001","312009","8646","3062","264711","1750","2703",47298
"2016","서울","조미채소","대파","26","2212","575","23","2000","460","3","3846",115
"2016","부산","조미채소","대파","498","2581","12851","402","2670","10733","96","2206",2118
"2016","대구","조미채소","대파","236","2436","5748","227","2418","5489","9","2873",259
"2016","인천","조미채소","대파","108","2184","2359","74","1902","1407","34","2800",952
"2016","광주","조미채소","대파","2","0","57","2","2835","57","0","0",0
"2016","대전","조미채소","대파","36","1819","655","34","1770","602","2","2631",53
"2016","울산","조미채소","대파","19","1547","294","17","1473","250","2","2178",44
"2016","경기","조미채소","대파","2127","2616","55643","1363","2676","36474","764","2509",19169
"2016","강원","조미채소","대파","634","2076","13162","617","2076","12809","17","2076",353
"2016","충북","조미채소","대파","531","2539","13483","446","2317","10334","85","3705",3149
"2016","충남","조미채소","대파","577","2672","15417","492","2679","13181","85","2631",2236
"2016","전북","조미채소","대파","976","4075","39772","811","4259","34540","165","3171",5232
"2016","전남","조미채소","대파","3189","3564","113661","3174","3566","113185","15","3171",476
"2016","경북","조미채소","대파","596","2616","15590","501","2567","12861","95","2873",2729
"2016","경남","조미채소","대파","561","2452","13757","303","2346","7108","258","2577",6649
"2016","제주","조미채소","대파","147","3380","4969","147","3380","4969","0","0",0
"2016","세종","조미채소","대파","133","3020","4016","13","1936","252","120","3137",3764
"2016","전국","조미채소","쪽파","4808","2035","97850","4382","2029","88909","426","8941",8941
"2016","서울","조미채소","쪽파","0","0","0","0","0","0","0","0",0
"2016","부산","조미채소","쪽파","64","2181","1396","62","2167","1344","2","2585",52
"2016","대구","조미채소","쪽파","5","1560","78","5","1569","78","0","0",0
"2016","인천","조미채소","쪽파","20","2060","412","19","2096","398","1","1389",14
"2016","광주","조미채소","쪽파","4","1800","72","0","0","0","4","1796",72
"2016","대전","조미채소","쪽파","9","1767","159","8","1681","134","1","2528",25
"2016","울산","조미채소","쪽파","11","2327","256","9","2264","204","2","2585",52
"2016","경기","조미채소","쪽파","413","1990","8218","351","2096","7357","62","1389",861
"2016","강원","조미채소","쪽파","47","1789","841","38","1766","671","9","1893",170
"2016","충북","조미채소","쪽파","121","2676","3238","109","2822","3076","12","1350",162
"2016","충남","조미채소","쪽파","1321","1970","26030","1121","1871","20974","200","2528",5056
"2016","전북","조미채소","쪽파","237","1950","4621","149","2041","3041","88","1796",1580
"2016","전남","조미채소","쪽파","1216","2343","28487","1187","2356","27966","29","1796",521
"2016","경북","조미채소","쪽파","389","1776","6910","380","1756","6673","9","2631",237
"2016","경남","조미채소","쪽파","77","2068","1592","76","2060","1566","1","2585",26
"2016","제주","조미채소","쪽파","867","1779","15422","861","1778","15309","6","1883",113
"2016","세종","조미채소","쪽파","7","1686","118","7","1682","118","0","0",0
"2016","전국","양채류","계","3557","0","81995","2499","0","44490","1058","0",37505
"2016","서울","양채류","계","0","0","0","0","0","0","0","0",0
"2016","부산","양채류","계","1","0","13","0","0","0","1","0",13
"2016","대구","양채류","계","3","0","33","0","0","0","3","0",33
"2016","인천","양채류","계","0","0","3","0","0","0","0","0",3
"2016","광주","양채류","계","104","0","3776","0","0","0","104","0",3776
"2016","대전","양채류","계","0","0","0","0","0","0","0","0",0
"2016","울산","양채류","계","0","0","0","0","0","0","0","0",0
"2016","경기","양채류","계","154","0","3598","46","0","811","108","0",2787
"2016","강원","양채류","계","640","0","14021","484","0","7979","156","0",6043
"2016","충북","양채류","계","235","0","3663","208","0","2937","27","0",726
"2016","충남","양채류","계","37","0","1073","6","0","138","31","0",935
"2016","충북","조미채소","건고추","3022","264","7971","3022","264","7971","0","0",0
"2016","충남","조미채소","건고추","3303","301","9937","3303","301","9937","0","0",0
"2016","전북","조미채소","건고추","4909","284","13922","4909","284","13922","0","0",0
"2016","전남","조미채소","건고추","5366","264","14171","5366","264","14171","0","0",0
"2016","경북","조미채소","건고추","7426","271","20111","7426","271","20111","0","0",0
"2016","경남","조미채소","건고추","2110","269","5680","2110","269","5680","0","0",0
"2016","제주","조미채소","건고추","47","232","109","47","232","109","0","0",0
"2016","세종","조미채소","건고추","182","248","452","182","248","452","0","0",0
"2016","전국","조미채소","마늘","20759","1327","275547","20759","1327","275547","0","0",0
"2016","서울","조미채소","마늘","1","943","9","1","943","9","0","0",0
"2016","부산","조미채소","마늘","22","1502","331","22","1502","331","0","0",0
"2016","대구","조미채소","마늘","405","1571","6361","405","1571","6361","0","0",0
"2016","인천","조미채소","마늘","75","1082","811","75","1082","811","0","0",0
"2016","광주","조미채소","마늘","36","1163","419","36","1163","419","0","0",0
"2016","대전","조미채소","마늘","22","1011","222","22","1011","222","0","0",0
"2016","울산","조미채소","마늘","45","894","402","45","894","402","0","0",0
"2016","경기","조미채소","마늘","653","944","6165","653","944","6165","0","0",0
"2016","강원","조미채소","마늘","180","807","1452","180","807","1452","0","0",0
"2016","충북","조미채소","마늘","571","856","4888","571","856","4888","0","0",0
"2016","충남","조미채소","마늘","2139","1466","31350","2139","1466","31350","0","0",0
"2016","전북","조미채소","마늘","862","1212","10450","862","1212","10450","0","0",0
"2016","전남","조미채소","마늘","5099","1163","59291","5099","1163","59291","0","0",0
"2016","경북","조미채소","마늘","3850","1425","54851","3850","1425","54851","0","0",0
"2016","경남","조미채소","마늘","4651","1502","69874","4651","1502","69874","0","0",0
"2016","제주","조미채소","마늘","2125","1337","28413","2125","1337","28413","0","0",0
"2016","세종","조미채소","마늘","23","1123","258","23","1123","258","0","0",0
"2016","전국","조미채소","양파","19896","6528","1298749","19896","6528","1298749","0","0",0
"2016","서울","조미채소","양파","0","0","0","0","0","0","0","0",0
"2016","부산","조미채소","양파","21","7445","1564","21","7445","1564","0","0",0
"2016","대구","조미채소","양파","217","7108","15425","217","7108","15425","0","0",0
"2016","인천","조미채소","양파","35","6046","2116","35","6046","2116","0","0",0
"2016","광주","조미채소","양파","43","5700","2451","43","5700","2451","0","0",0
"2016","대전","조미채소","양파","2","6270","125","2","6270","125","0","0",0
"2016","울산","조미채소","양파","19","7445","1415","19","7445","1415","0","0",0
"2016","경기","조미채소","양파","217","6046","13120","217","6046","13120","0","0",0
"2016","강원","조미채소","양파","16","6224","996","16","6224","996","0","0",0
"2016","충북","조미채소","양파","65","5437","3534","65","5437","3534","0","0",0
"2016","충남","조미채소","양파","453","6270","28405","453","6270","28405","0","0",0
"2016","전북","조미채소","양파","912","6508","59351","912","6508","59351","0","0",0
"2016","전남","조미채소","양파","9521","5981","569472","9521","5981","569472","0","0",0
"2016","경북","조미채소","양파","2057","7117","146390","2057","7117","146390","0","0",0
"2016","경남","조미채소","양파","4749","7434","353063","4749","7434","353063","0","0",0
"2016","제주","조미채소","양파","1566","6458","101134","1566","6458","101134","0","0",0
"2016","세종","조미채소","양파","3","6270","188","3","6270","188","0","0",0
"2016","전국","조미채소","생강","4091","1441","58947","4091","1441","58947","0","0",0
"2016","서울","조미채소","생강","0","0","0","0","0","0","0","0",0
"2016","부산","조미채소","생강","0","0","0","0","0","0","0","0",0
"2016","대구","조미채소","생강","1","1464","15","1","1464","15","0","0",0
"2016","인천","조미채소","생강","0","0","0","0","0","0","0","0",0
"2016","광주","조미채소","생강","0","0","0","0","0","0","0","0",0
"2016","대전","조미채소","생강","2","1578","32","2","1578","32","0","0",0
"2016","울산","조미채소","생강","0","0","0","0","0","0","0","0",0
"2016","경기","조미채소","생강","137","1385","1897","137","1385","1897","0","0",0
"2016","강원","조미채소","생강","11","333","37","11","333","37","0","0",0
"2016","충북","조미채소","생강","99","1616","1600","99","1616","1600","0","0",0
"2016","충남","조미채소","생강","1266","1578","19977","1266","1578","19977","0","0",0
"2016","전북","조미채소","생강","640","1192","7629","640","1192","7629","0","0",0
"2016","전남","조미채소","생강","247","1384","3418","247","1384","3418","0","0",0
"2016","경북","조미채소","생강","1564","1464","22897","1564","1464","22897","0","0",0
"2016","경남","조미채소","생강","123","1162","1429","123","1162","1429","0","0",0
"2016","제주","조미채소","생강","0","0","0","0","0","0","0","0",0
"2016","세종","조미채소","생강","1","1578","16","1","1578","16","0","0",0
"2016","전국","조미채소","파(대파+쪽파)","15204","2696","409859","13028","2714","353620","2176","2585",56239
"2016","서울","조미채소","파(대파+쪽파)","26","2212","575","23","2000","460","3","3833",115
"2016","전국","과채류","풋고추","4455","3798","169199","0","0","0","4455","3798",169199
"2016","서울","과채류","풋고추","0","0","0","0","0","0","0","0",0
"2016","부산","과채류","풋고추","9","4233","381","0","0","0","9","4233",381
"2016","대구","과채류","풋고추","0","0","0","0","0","0","0","0",0
"2016","인천","과채류","풋고추","0","0","0","0","0","0","0","0",0
"2016","광주","과채류","풋고추","211","2934","6191","0","0","0","211","2934",6191
"2016","대전","과채류","풋고추","5","2220","111","0","0","0","5","2220",111
"2016","울산","과채류","풋고추","4","2304","92","0","0","0","4","2304",92
"2016","경기","과채류","풋고추","256","2745","7027","0","0","0","256","2745",7027
"2016","강원","과채류","풋고추","1016","3476","35316","0","0","0","1016","3476",35316
"2016","충북","과채류","풋고추","87","2132","1855","0","0","0","87","2132",1855
"2016","충남","과채류","풋고추","273","3110","8490","0","0","0","273","3110",8490
"2016","전북","과채류","풋고추","94","3598","3382","0","0","0","94","3598",3382
"2016","전남","과채류","풋고추","557","3370","18771","0","0","0","557","3370",18771
"2016","경북","과채류","풋고추","216","3114","6726","0","0","0","216","3114",6726
"2016","경남","과채류","풋고추","1719","4688","80587","0","0","0","1719","4688",80587
"2016","제주","과채류","풋고추","8","3370","270","0","0","0","8","3370",270
"2016","세종","과채류","풋고추","0","0","0","0","0","0","0","0",0
"2016","전국","과채류","파프리카","724","10703","77476","0","0","0","724","10703",77476
"2016","서울","과채류","파프리카","0","0","0","0","0","0","0","0",0
"2016","부산","과채류","파프리카","0","0","0","0","0","0","0","0",0
"2016","대구","과채류","파프리카","0","0","0","0","0","0","0","0",0
"2016","인천","과채류","파프리카","0","0","0","0","0","0","0","0",0
"2016","광주","과채류","파프리카","2","3077","68","0","0","0","2","3077",68
"2016","대전","과채류","파프리카","0","0","0","0","0","0","0","0",0
"2016","울산","과채류","파프리카","3","14277","371","0","0","0","3","14277",371
"2016","경기","과채류","파프리카","8","11023","860","0","0","0","8","11023",860
"2016","강원","과채류","파프리카","254","8357","21184","0","0","0","254","8357",21184
"2016","충북","과채류","파프리카","0","1175","5","0","0","0","0","1175",5
"2016","충남","과채류","파프리카","20","13995","2827","0","0","0","20","13995",2827
"2016","전북","과채류","파프리카","64","13297","8444","0","0","0","64","13297",8444
"2016","전남","과채류","파프리카","79","14461","11424","0","0","0","79","14461",11424
"2016","경북","과채류","파프리카","32","9258","2963","0","0","0","32","9258",2963
"2016","경남","과채류","파프리카","251","11133","27955","0","0","0","251","11133",27955
"2016","제주","과채류","파프리카","12","11858","1376","0","0","0","12","11858",1376
"2016","세종","과채류","파프리카","0","0","0","0","0","0","0","0",0
"2016","전국","조미채소","계","92129","0","2128555","89953","0","2072316","2176","0",56239
"2016","서울","조미채소","계","35","0","602","32","0","487","3","0",115
"2016","부산","조미채소","계","655","0","16277","557","0","14107","98","0",2170
"2016","대구","조미채소","계","982","0","27885","973","0","27626","9","0",259
"2016","인천","조미채소","계","631","0","6583","596","0","5617","35","0",966
"2016","광주","조미채소","계","211","0","3272","207","0","3200","4","0",72
"2016","대전","조미채소","계","156","0","1380","153","0","1302","3","0",78
"2016","울산","조미채소","계","243","0","2805","239","0","2709","4","0",96
"2016","경기","조미채소","계","6356","0","91298","5530","0","71268","826","0",20030
"2016","강원","조미채소","계","2964","0","21139","2938","0","20616","26","0",523
"2016","충북","조미채소","계","4409","0","34714","4312","0","31403","97","0",3311
"2016","충남","조미채소","계","9059","0","131116","8774","0","123824","285","0",7292
"2016","전북","조미채소","계","8536","0","135745","8283","0","128933","253","0",6812
"2016","전남","조미채소","계","24638","0","788500","24594","0","787503","44","0",997
"2016","경북","조미채소","계","15882","0","266749","15778","0","263783","104","0",2966
"2016","경남","조미채소","계","12271","0","445395","12012","0","438720","259","0",6675
"2016","제주","조미채소","계","4752","0","150047","4746","0","149934","6","0",113
"2016","세종","조미채소","계","349","0","5048","229","0","1284","120","0",3764
"2016","전국","조미채소","건고추","32179","266","85453","32179","266","85453","0","0",0
"2016","서울","조미채소","건고추","8","223","18","8","223","18","0","0",0
"2016","부산","조미채소","건고추","50","270","135","50","270","135","0","0",0
"2016","대구","조미채소","건고추","118","219","258","118","219","258","0","0",0
"2016","인천","조미채소","건고추","393","225","885","393","225","885","0","0",0
"2016","광주","조미채소","건고추","126","217","273","126","217","273","0","0",0
"2016","대전","조미채소","건고추","85","220","187","85","220","187","0","0",0
"2016","울산","조미채소","건고추","149","294","438","149","294","438","0","0",0
"2016","경기","조미채소","건고추","2809","223","6255","2809","223","6255","0","0",0
"2016","강원","조미채소","건고추","2076","224","4651","2076","224","4651","0","0",0
"2016","경기","과채류","딸기","158","2757","4356","0","0","0","158","2757",4356
"2016","강원","과채류","딸기","48","2121","1018","1","1853","19","47","2125",999
"2016","충북","과채류","딸기","104","2967","3086","1","2706","27","103","2970",3059
"2016","충남","과채류","딸기","1249","2682","33498","0","0","0","1249","2682",33498
"2016","전북","과채류","딸기","768","2919","22416","4","2867","115","764","2919",22301
"2016","전남","과채류","딸기","887","2885","25594","23","2867","659","864","2886",24935
